From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
MAP2K2	P36507	reviewed	MP2K2_HUMAN	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	MAP2K2 MEK2 MKK2 PRKMK2	Homo sapiens (Human)	400
MAPK1	P28482	reviewed	MK01_HUMAN	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	MAPK1 ERK2 PRKM1 PRKM2	Homo sapiens (Human)	360
MAPK3	P27361	reviewed	MK03_HUMAN	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	MAPK3 ERK1 PRKM3	Homo sapiens (Human)	379
PIK3CA	P42336	reviewed	PK3CA_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide 3-kinase alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	PIK3CA	Homo sapiens (Human)	1068
PIK3CB	P42338	reviewed	PK3CB_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta) (Serine/threonine protein kinase PIK3CB) (EC 2.7.11.1)	PIK3CB PIK3C1	Homo sapiens (Human)	1070
PIK3R1	P27986	reviewed	P85A_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	Homo sapiens (Human)	724
PIK3R2	O00459	reviewed	P85B_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit beta (PI3-kinase regulatory subunit beta) (PI3K regulatory subunit beta) (PtdIns-3-kinase regulatory subunit beta) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit beta) (PI3-kinase subunit p85-beta) (PtdIns-3-kinase regulatory subunit p85-beta)	PIK3R2	Homo sapiens (Human)	728
PTEN	P60484	reviewed	PTEN_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Inositol polyphosphate 3-phosphatase) (EC 3.1.3.-) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)	PTEN MMAC1 TEP1	Homo sapiens (Human)	403
AKT1	P31749	reviewed	AKT1_HUMAN	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)	AKT1 PKB RAC	Homo sapiens (Human)	480
AKT2	P31751	reviewed	AKT2_HUMAN	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC protein kinase beta) (RAC-PK-beta)	AKT2	Homo sapiens (Human)	481
AKT3	Q9Y243	reviewed	AKT3_HUMAN	RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2)	AKT3 PKBG	Homo sapiens (Human)	479
TSC1	Q92574	reviewed	TSC1_HUMAN	Hamartin (Tuberous sclerosis 1 protein)	TSC1 KIAA0243 TSC	Homo sapiens (Human)	1164
TSC2	P49815	reviewed	TSC2_HUMAN	Tuberin (Tuberous sclerosis 2 protein)	TSC2 TSC4	Homo sapiens (Human)	1807
MTOR	P42345	reviewed	MTOR_HUMAN	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1) (Tyrosine-protein kinase mTOR) (EC 2.7.10.2)	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	Homo sapiens (Human)	2549
RPTOR	Q8N122	reviewed	RPTOR_HUMAN	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	Homo sapiens (Human)	1335
RICTOR	Q6R327	reviewed	RICTR_HUMAN	Rapamycin-insensitive companion of mTOR (AVO3 homolog) (hAVO3)	RICTOR KIAA1999	Homo sapiens (Human)	1708
MLST8	Q9BVC4	reviewed	LST8_HUMAN	Target of rapamycin complex subunit LST8 (TORC subunit LST8) (G protein beta subunit-like) (Gable) (Protein GbetaL) (Mammalian lethal with SEC13 protein 8) (mLST8)	MLST8 GBL LST8	Homo sapiens (Human)	326
FZD1	Q9UP38	reviewed	FZD1_HUMAN	Frizzled-1 (Fz-1) (hFz1) (FzE1)	FZD1	Homo sapiens (Human)	647
FZD2	Q14332	reviewed	FZD2_HUMAN	Frizzled-2 (Fz-2) (hFz2) (FzE2)	FZD2	Homo sapiens (Human)	565
FZD3	Q9NPG1	reviewed	FZD3_HUMAN	Frizzled-3 (Fz-3) (hFz3)	FZD3	Homo sapiens (Human)	666
FZD4	Q9ULV1	reviewed	FZD4_HUMAN	Frizzled-4 (Fz-4) (hFz4) (FzE4) (CD antigen CD344)	FZD4	Homo sapiens (Human)	537
FZD5	Q13467	reviewed	FZD5_HUMAN	Frizzled-5 (Fz-5) (hFz5) (FzE5)	FZD5 C2orf31	Homo sapiens (Human)	585
FZD6	O60353	reviewed	FZD6_HUMAN	Frizzled-6 (Fz-6) (hFz6)	FZD6	Homo sapiens (Human)	706
FZD7	O75084	reviewed	FZD7_HUMAN	Frizzled-7 (Fz-7) (hFz7) (FzE3)	FZD7	Homo sapiens (Human)	574
FZD8	Q9H461	reviewed	FZD8_HUMAN	Frizzled-8 (Fz-8) (hFz8)	FZD8	Homo sapiens (Human)	694
FZD9	O00144	reviewed	FZD9_HUMAN	Frizzled-9 (Fz-9) (hFz9) (FzE6) (CD antigen CD349)	FZD9 FZD3	Homo sapiens (Human)	591
FZD10	Q9ULW2	reviewed	FZD10_HUMAN	Frizzled-10 (Fz-10) (hFz10) (FzE7) (CD antigen CD350)	FZD10	Homo sapiens (Human)	581
LRP5	O75197	reviewed	LRP5_HUMAN	Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7)	LRP5 LR3 LRP7	Homo sapiens (Human)	1615
LRP6	O75581	reviewed	LRP6_HUMAN	Low-density lipoprotein receptor-related protein 6 (LRP-6)	LRP6	Homo sapiens (Human)	1613
APC	P25054	reviewed	APC_HUMAN	Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5)	APC DP2.5	Homo sapiens (Human)	2843
AXIN1	O15169	reviewed	AXIN1_HUMAN	Axin-1 (Axis inhibition protein 1) (hAxin)	AXIN1 AXIN	Homo sapiens (Human)	862
CSNK1A1	P48729	reviewed	KC1A_HUMAN	Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)	CSNK1A1	Homo sapiens (Human)	337
GSK3B	P49841	reviewed	GSK3B_HUMAN	Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)	GSK3B	Homo sapiens (Human)	420
CTNNB1	P35222	reviewed	CTNB1_HUMAN	Catenin beta-1 (Beta-catenin)	CTNNB1 CTNNB OK/SW-cl.35 PRO2286	Homo sapiens (Human)	781
TCF7	P36402	reviewed	TCF7_HUMAN	Transcription factor 7 (TCF-7) (T-cell-specific transcription factor 1) (T-cell factor 1) (TCF-1)	TCF7 TCF1	Homo sapiens (Human)	384
LEF1	Q9UJU2	reviewed	LEF1_HUMAN	Lymphoid enhancer-binding factor 1 (LEF-1) (T cell-specific transcription factor 1-alpha) (TCF1-alpha)	LEF1	Homo sapiens (Human)	399
IFNAR1	P17181	reviewed	INAR1_HUMAN	Interferon alpha/beta receptor 1 (IFN-R-1) (IFN-alpha/beta receptor 1) (Cytokine receptor class-II member 1) (Cytokine receptor family 2 member 1) (CRF2-1) (Type I interferon receptor 1)	IFNAR1 IFNAR	Homo sapiens (Human)	557
IFNAR2	P48551	reviewed	INAR2_HUMAN	Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha binding protein) (IFN-alpha/beta receptor 2) (Interferon alpha binding protein) (Type I interferon receptor 2)	IFNAR2 IFNABR IFNARB	Homo sapiens (Human)	515
IL6R	P08887	reviewed	IL6RA_HUMAN	Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126) [Cleaved into: Soluble interleukin-6 receptor subunit alpha (sIL6R)]	IL6R	Homo sapiens (Human)	468
IL6ST	P40189	reviewed	IL6RB_HUMAN	Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)	IL6ST	Homo sapiens (Human)	918
JAK1	P23458	reviewed	JAK1_HUMAN	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)	JAK1 JAK1A JAK1B	Homo sapiens (Human)	1154
JAK2	O60674	reviewed	JAK2_HUMAN	Tyrosine-protein kinase JAK2 (EC 2.7.10.2) (Janus kinase 2) (JAK-2)	JAK2	Homo sapiens (Human)	1132
JAK3	P52333	reviewed	JAK3_HUMAN	Tyrosine-protein kinase JAK3 (EC 2.7.10.2) (Janus kinase 3) (JAK-3) (Leukocyte janus kinase) (L-JAK)	JAK3	Homo sapiens (Human)	1124
TYK2	P29597	reviewed	TYK2_HUMAN	Non-receptor tyrosine-protein kinase TYK2 (EC 2.7.10.2)	TYK2	Homo sapiens (Human)	1187
STAT1	P42224	reviewed	STAT1_HUMAN	Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84)	STAT1	Homo sapiens (Human)	750
STAT2	P52630	reviewed	STAT2_HUMAN	Signal transducer and activator of transcription 2 (p113)	STAT2	Homo sapiens (Human)	851
STAT3	P40763	reviewed	STAT3_HUMAN	Signal transducer and activator of transcription 3 (Acute-phase response factor)	STAT3 APRF	Homo sapiens (Human)	770
STAT4	Q14765	reviewed	STAT4_HUMAN	Signal transducer and activator of transcription 4	STAT4	Homo sapiens (Human)	748
STAT5A	P42229	reviewed	STA5A_HUMAN	Signal transducer and activator of transcription 5A	STAT5A STAT5	Homo sapiens (Human)	794
STAT5B	P51692	reviewed	STA5B_HUMAN	Signal transducer and activator of transcription 5B	STAT5B	Homo sapiens (Human)	787
STAT6	P42226	reviewed	STAT6_HUMAN	Signal transducer and activator of transcription 6 (IL-4 Stat)	STAT6	Homo sapiens (Human)	847
NLRP3	Q96P20	reviewed	NLRP3_HUMAN	NACHT, LRR and PYD domains-containing protein 3 (EC 3.6.4.-) (Angiotensin/vasopressin receptor AII/AVP-like) (Caterpiller protein 1.1) (CLR1.1) (Cold-induced autoinflammatory syndrome 1 protein) (Cryopyrin) (PYRIN-containing APAF1-like protein 1)	NLRP3 C1orf7 CIAS1 NALP3 PYPAF1	Homo sapiens (Human)	1036
PYCARD	Q9ULZ3	reviewed	ASC_HUMAN	Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1)	PYCARD ASC CARD5 TMS1	Homo sapiens (Human)	195
CASP1	P29466	reviewed	CASP1_HUMAN	Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]	CASP1 IL1BC IL1BCE	Homo sapiens (Human)	404
NEK1	Q96PY6	reviewed	NEK1_HUMAN	Serine/threonine-protein kinase Nek1 (EC 2.7.11.1) (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1) (Renal carcinoma antigen NY-REN-55)	NEK1 KIAA1901	Homo sapiens (Human)	1258
NEK7	Q8TDX7	reviewed	NEK7_HUMAN	Serine/threonine-protein kinase Nek7 (EC 2.7.11.34) (Never in mitosis A-related kinase 7) (NimA-related protein kinase 7)	NEK7	Homo sapiens (Human)	302
NLRP1	Q9C000	reviewed	NLRP1_HUMAN	NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]	NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1	Homo sapiens (Human)	1473
NLRC4	Q9NPP4	reviewed	NLRC4_HUMAN	NLR family CARD domain-containing protein 4 (CARD, LRR, and NACHT-containing protein) (CED-4-like protein Clan) (Caspase recruitment domain-containing protein 12) (Ice protease-activating factor) (Ipaf)	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215	Homo sapiens (Human)	1024
AIM2	O14862	reviewed	AIM2_HUMAN	Interferon-inducible protein AIM2 (Absent in melanoma 2)	AIM2	Homo sapiens (Human)	343
PYHIN1	Q6K0P9	reviewed	IFIX_HUMAN	Pyrin and HIN domain-containing protein 1 (Interferon-inducible protein X)	PYHIN1 IFIX	Homo sapiens (Human)	492
CHUK	O15111	reviewed	IKKA_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase) (EC 2.7.11.10) (Conserved helix-loop-helix ubiquitous kinase) (I-kappa-B kinase 1) (IKK-1) (IKK1) (Nuclear factor NF-kappa-B inhibitor kinase alpha) (NFKBIKA) (Transcription factor 16) (TCF-16)	CHUK IKKA TCF16	Homo sapiens (Human)	745
IKBKB	O14920	reviewed	IKKB_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK-2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1)	IKBKB IKKB	Homo sapiens (Human)	756
IKBKG	Q9Y6K9	reviewed	NEMO_HUMAN	NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier)	IKBKG FIP3 NEMO	Homo sapiens (Human)	419
NFKBIA	P25963	reviewed	IKBA_HUMAN	NF-kappa-B inhibitor alpha (I-kappa-B-alpha) (IkB-alpha) (IkappaBalpha) (Major histocompatibility complex enhancer-binding protein MAD3)	NFKBIA IKBA MAD3 NFKBI	Homo sapiens (Human)	317
NFKBIB	Q15653	reviewed	IKBB_HUMAN	NF-kappa-B inhibitor beta (NF-kappa-BIB) (I-kappa-B-beta) (IkB-B) (IkB-beta) (IkappaBbeta) (Thyroid receptor-interacting protein 9) (TR-interacting protein 9) (TRIP-9)	NFKBIB IKBB TRIP9	Homo sapiens (Human)	356
NFKBIE	O00221	reviewed	IKBE_HUMAN	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	NFKBIE IKBE	Homo sapiens (Human)	500
RELA	Q04206	reviewed	TF65_HUMAN	Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3)	RELA NFKB3	Homo sapiens (Human)	551
RELB	Q01201	reviewed	RELB_HUMAN	Transcription factor RelB (I-Rel)	RELB	Homo sapiens (Human)	579
REL	Q04864	reviewed	REL_HUMAN	Proto-oncogene c-Rel	REL	Homo sapiens (Human)	619
NFKB1	P19838	reviewed	NFKB1_HUMAN	Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]	NFKB1	Homo sapiens (Human)	968
NFKB2	Q00653	reviewed	NFKB2_HUMAN	Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit]	NFKB2 LYT10	Homo sapiens (Human)	900
TRAC	P01848	reviewed	TRAC_HUMAN	T cell receptor alpha chain constant	TRAC TCRA	Homo sapiens (Human)	140
TRBC1	P01850	reviewed	TRBC1_HUMAN	T cell receptor beta constant 1	TRBC1	Homo sapiens (Human)	176
TRBC2	A0A5B9	reviewed	TRBC2_HUMAN	T cell receptor beta constant 2	TRBC2 TCRBC2	Homo sapiens (Human)	178
CD3D	P04234	reviewed	CD3D_HUMAN	T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d)	CD3D T3D	Homo sapiens (Human)	171
CD3E	P07766	reviewed	CD3E_HUMAN	T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e)	CD3E T3E	Homo sapiens (Human)	207
CD3G	P09693	reviewed	CD3G_HUMAN	T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g)	CD3G T3G	Homo sapiens (Human)	182
CD247	P20963	reviewed	CD3Z_HUMAN	T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247)	CD247 CD3Z T3Z TCRZ	Homo sapiens (Human)	164
CD4	P01730	reviewed	CD4_HUMAN	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	CD4	Homo sapiens (Human)	458
CD8A	P01732	reviewed	CD8A_HUMAN	T-cell surface glycoprotein CD8 alpha chain (T-lymphocyte differentiation antigen T8/Leu-2) (CD antigen CD8a)	CD8A MAL	Homo sapiens (Human)	235
CD8B	P10966	reviewed	CD8B_HUMAN	T-cell surface glycoprotein CD8 beta chain (CD antigen CD8b)	CD8B CD8B1	Homo sapiens (Human)	210
LCK	P06239	reviewed	LCK_HUMAN	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	Homo sapiens (Human)	509
ZAP70	P43403	reviewed	ZAP70_HUMAN	Tyrosine-protein kinase ZAP-70 (EC 2.7.10.2) (70 kDa zeta-chain associated protein) (Syk-related tyrosine kinase)	ZAP70 SRK	Homo sapiens (Human)	619
LAT	O43561	reviewed	LAT_HUMAN	Linker for activation of T-cells family member 1 (36 kDa phosphotyrosine adapter protein) (pp36) (p36-38)	LAT	Homo sapiens (Human)	262
LCP2	Q13094	reviewed	LCP2_HUMAN	Lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein) (SLP76)	LCP2	Homo sapiens (Human)	533
IGHM	P01871	reviewed	IGHM_HUMAN	Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region BOT) (Ig mu chain C region GAL) (Ig mu chain C region OU)	IGHM	Homo sapiens (Human)	474
IGHD	P01880	reviewed	IGHD_HUMAN	Immunoglobulin heavy constant delta (Ig delta chain C region) (Ig delta chain C region NIG-65) (Ig delta chain C region WAH)	IGHD	Homo sapiens (Human)	430
IGHA1	P01876	reviewed	IGHA1_HUMAN	Immunoglobulin heavy constant alpha 1 (Ig alpha-1 chain C region) (Ig alpha-1 chain C region BUR) (Ig alpha-1 chain C region TRO)	IGHA1	Homo sapiens (Human)	398
IGHA2	P01877	reviewed	IGHA2_HUMAN	Immunoglobulin heavy constant alpha 2 (Ig alpha-2 chain C region) (Ig alpha-2 chain C region BUT) (Ig alpha-2 chain C region LAN)	IGHA2	Homo sapiens (Human)	391
IGHE	P01854	reviewed	IGHE_HUMAN	Immunoglobulin heavy constant epsilon (Ig epsilon chain C region) (Ig epsilon chain C region ND)	IGHE	Homo sapiens (Human)	546
IGHG1	P01857	reviewed	IGHG1_HUMAN	Immunoglobulin heavy constant gamma 1 (Ig gamma-1 chain C region) (Ig gamma-1 chain C region EU) (Ig gamma-1 chain C region KOL) (Ig gamma-1 chain C region NIE)	IGHG1	Homo sapiens (Human)	399
CD79A	P11912	reviewed	CD79A_HUMAN	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	CD79A IGA MB1	Homo sapiens (Human)	226
CD79B	P40259	reviewed	CD79B_HUMAN	B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b)	CD79B B29 IGB	Homo sapiens (Human)	229
HLA-A	P04439	reviewed	HLAA_HUMAN	HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)	HLA-A HLAA	Homo sapiens (Human)	365
HLA-B	P01889	reviewed	HLAB_HUMAN	HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B) (HLA-B)	HLA-B HLAB	Homo sapiens (Human)	362
HLA-C	P10321	reviewed	HLAC_HUMAN	HLA class I histocompatibility antigen, C alpha chain (HLA-C) (HLA-Cw) (Human leukocyte antigen C)	HLA-C HLAC	Homo sapiens (Human)	366
B2M	P61769	reviewed	B2MG_HUMAN	Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3]	B2M CDABP0092 HDCMA22P	Homo sapiens (Human)	119
TAP1	Q03518	reviewed	TAP1_HUMAN	Antigen peptide transporter 1 (APT1) (EC 7.4.2.14) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein) (RING4)	TAP1 ABCB2 PSF1 RING4 Y3	Homo sapiens (Human)	748
TAP2	Q03519	reviewed	TAP2_HUMAN	Antigen peptide transporter 2 (APT2) (EC 7.4.2.14) (ATP-binding cassette sub-family B member 3) (Peptide supply factor 2) (Peptide transporter PSF2) (PSF-2) (Peptide transporter TAP2) (Peptide transporter involved in antigen processing 2) (Really interesting new gene 11 protein) (RING11)	TAP2 ABCB3 PSF2 RING11 Y1	Homo sapiens (Human)	686
TAPBP	O15533	reviewed	TPSN_HUMAN	Tapasin (TPN) (TPSN) (NGS-17) (TAP-associated protein) (TAP-binding protein)	TAPBP NGS17 TAPA	Homo sapiens (Human)	448
HLA-DRA	P01903	reviewed	DRA_HUMAN	HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)	HLA-DRA HLA-DRA1	Homo sapiens (Human)	254
HLA-DRB1	P01911	reviewed	DRB1_HUMAN	HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1) (HLA-DRB1)	HLA-DRB1	Homo sapiens (Human)	266
HLA-DPA1	P20036	reviewed	DPA1_HUMAN	HLA class II histocompatibility antigen, DP alpha 1 chain (DP(W3)) (DP(W4)) (HLA-SB alpha chain) (MHC class II DP3-alpha) (MHC class II DPA1)	HLA-DPA1 HLA-DP1A HLASB	Homo sapiens (Human)	260
HLA-DPB1	P04440	reviewed	DPB1_HUMAN	HLA class II histocompatibility antigen, DP beta 1 chain (HLA class II histocompatibility antigen, DP(W4) beta chain) (MHC class II antigen DPB1)	HLA-DPB1 HLA-DP1B	Homo sapiens (Human)	258
HLA-DQA1	P01909	reviewed	DQA1_HUMAN	HLA class II histocompatibility antigen, DQ alpha 1 chain (DC-1 alpha chain) (DC-alpha) (HLA-DCA) (MHC class II DQA1)	HLA-DQA1	Homo sapiens (Human)	254
HLA-DQB1	P01920	reviewed	DQB1_HUMAN	HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1)	HLA-DQB1 HLA-DQB	Homo sapiens (Human)	261
TGFBR1	P36897	reviewed	TGFR1_HUMAN	TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (Activin A receptor type II-like protein kinase of 53kD) (Activin receptor-like kinase 5) (ALK-5) (ALK5) (Serine/threonine-protein kinase receptor R4) (SKR4) (TGF-beta type I receptor) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I)	TGFBR1 ALK5 SKR4	Homo sapiens (Human)	503
TGFBR2	P37173	reviewed	TGFR2_HUMAN	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	TGFBR2	Homo sapiens (Human)	567
ACVR1	Q04771	reviewed	ACVR1_HUMAN	Activin receptor type-1 (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Activin receptor-like kinase 2) (ALK-2) (Serine/threonine-protein kinase receptor R1) (SKR1) (TGF-B superfamily receptor type I) (TSR-I)	ACVR1 ACVRLK2	Homo sapiens (Human)	509
